"27",0.335,0.307,0.2855,0.2635,0.2485,0.231,0.199,0.156,0.111,0.0395,0
"26",0.326,0.298,0.2773333333,0.256,0.2403333333,0.223,0.1936666667,0.1513333333,0.1073333333,0.038,0
"25",0.317,0.289,0.2691666667,0.2485,0.2321666667,0.215,0.1883333333,0.1466666667,0.1036666667,0.0365,0
"24",0.308,0.28,0.261,0.241,0.224,0.207,0.183,0.142,0.1,0.035,0
"23",0.299,0.2713333333,0.2526666667,0.2331666667,0.2161666667,0.2,0.1765,0.1376666667,0.0965,0.03333333333,0
"22",0.29,0.2626666667,0.2443333333,0.2253333333,0.2083333333,0.193,0.17,0.1333333333,0.093,0.03166666667,0
"21",0.281,0.254,0.236,0.2175,0.2005,0.186,0.1635,0.129,0.0895,0.03,0
"20",0.272,0.2453333333,0.2276666667,0.2096666667,0.1926666667,0.179,0.157,0.1246666667,0.086,0.02833333333,0
"19",0.263,0.2366666667,0.2193333333,0.2018333333,0.1848333333,0.172,0.1505,0.1203333333,0.0825,0.02666666667,0
"18",0.254,0.228,0.211,0.194,0.177,0.165,0.144,0.116,0.079,0.025,0
"17",0.2445,0.2186666667,0.2016666667,0.1851666667,0.1686666667,0.1573333333,0.1376666667,0.1121666667,0.07616666667,0.0235,0
"16",0.235,0.2093333333,0.1923333333,0.1763333333,0.1603333333,0.1496666667,0.1313333333,0.1083333333,0.07333333333,0.022,0
"15",0.2255,0.2,0.183,0.1675,0.152,0.142,0.125,0.1045,0.0705,0.0205,0
"14",0.216,0.1906666667,0.1736666667,0.1586666667,0.1436666667,0.1343333333,0.1186666667,0.1006666667,0.06766666667,0.019,0
"13",0.2065,0.1813333333,0.1643333333,0.1498333333,0.1353333333,0.1266666667,0.1123333333,0.09683333333,0.06483333333,0.0175,0
"12",0.197,0.172,0.155,0.141,0.127,0.119,0.106,0.093,0.062,0.016,0
"11",0.187,0.1621666667,0.1453333333,0.1316666667,0.118,0.1103333333,0.09833333333,0.08616666667,0.05866666667,0.01483333333,0
"10",0.177,0.1523333333,0.1356666667,0.1223333333,0.109,0.1016666667,0.09066666667,0.07933333333,0.05533333333,0.01366666667,0
"9",0.167,0.1425,0.126,0.113,0.1,0.093,0.083,0.0725,0.052,0.0125,0
"8",0.157,0.1326666667,0.1163333333,0.1036666667,0.091,0.08433333333,0.07533333333,0.06566666667,0.04866666667,0.01133333333,0
"7",0.147,0.1228333333,0.1066666667,0.09433333333,0.082,0.07566666667,0.06766666667,0.05883333333,0.04533333333,0.01016666667,0
"6",0.137,0.113,0.097,0.085,0.073,0.067,0.06,0.052,0.042,0.009,0
"5",0.1141666667,0.09416666667,0.08083333333,0.07083333333,0.06083333333,0.05583333333,0.05,0.04333333333,0.035,0.0075,0
"4",0.09133333333,0.07533333333,0.06466666667,0.05666666667,0.04866666667,0.04466666667,0.04,0.03466666667,0.028,0.006,0
"3",0.0685,0.0565,0.0485,0.0425,0.0365,0.0335,0.03,0.026,0.021,0.0045,0
"2",0.04566666667,0.03766666667,0.03233333333,0.02833333333,0.02433333333,0.02233333333,0.02,0.01733333333,0.014,0.003,0
"1",0.02283333333,0.01883333333,0.01616666667,0.01416666667,0.01216666667,0.01116666667,0.01,0.00866666667,0.007,0.0015,0
"0",0,0,0,0,0,0,0,0,0,0,0
